index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07MyA@3,spot_market_loss_07MyA@3,balance_07MyA@3,inventory_07MyA@3_input,inventory_07MyA@3_output,productivity_07MyA@3,assets_07MyA@3,bankrupt_07MyA@3,score_07MyA@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
137,41,0,0,0,10.0,20,10.0,25.0347736689637,20,25.4,12.128151780847746,1,12.0,29.625497529034774,1,50.0,43.0,10,43.0,6,4.958000000000002,61491,55,10,1.0,800.347736689637,False,0.48666075444608153,0,0.2,28241,1339,0,0.0,13390.0,False,-0.16081765991688884,0,2.7290000000000005,21523,1026,0,0.0,25685.677784356758,False,-0.3396137725133385,1,3.333,23690,858,0,0.0,21479.835807970856,False,-0.3383824073486149,0,3.881000000000001,73758,0,0,0.0,0.0,False,0.005219761499148211,0,2.1530000000000005,81257,0,1,0.1,29.625497529034774,False,0.10762266097123695,0,0.5780000000000001,87361,6,457,1.0,19828.752985174207,False,0.021467552504826237,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2625,472552,0.0,0.0,12,0,0,10,4,3.25,9,19,39,327.0,186.0,19,22,39,886,1.7726760311052203,296.6523455856368
138,39,0,0,0,10.0,20,10.0,25.03070777705794,24,25.0,12.11312297900626,3,12.0,29.013926792199513,5,18.0,43.0,0,,14,5.092000000000001,61685,55,10,1.0,800.3070777705794,False,0.49132025507158816,0,0.2,28141,1349,0,0.0,13490.0,False,-0.16201868799692537,2,2.7490000000000006,21190,1038,0,0.0,25981.874672586142,False,-0.3431669068142533,1,3.3420000000000005,23374,870,0,0.0,21776.71576604041,False,-0.3416023005242183,0,3.881000000000001,73734,0,2,0.2,58.027853584399026,False,0.005288094402619501,4,2.1930000000000005,81179,0,1,0.1,29.013926792199513,False,0.10655546117064525,0,0.5780000000000001,87271,1,467,1.0,20110.0139267922,False,0.02199921205695725,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2875,471805,0.0,0.0,6,0,0,15,6,4.966666666666667,5,20,36,333.0,147.0,20,19,36,200,1.647332795895636,298.29967838153243
139,36,0,0,0,10.0,20,10.0,25.03070777705794,0,,12.10408149984012,2,12.0,29.747774230396832,11,35.45454545454545,43.0,0,,0,5.078000000000001,61565,57,20,1.0,1070.6141555411589,False,0.4916842515858514,0,0.2,28061,1357,0,0.0,13570.0,False,-0.16297951046095457,1,2.7570000000000006,21174,1038,0,0.0,25981.874672586142,False,-0.3434743685256621,1,3.351000000000001,23358,870,0,0.0,21776.71576604041,False,-0.3419097622356271,3,3.911000000000001,73707,0,0,0.0,0.0,False,0.004524701873935264,5,2.2390000000000008,81248,0,2,0.2,59.495548460793664,False,0.10770354717860857,0,0.5780000000000001,86881,2,477,1.0,20570.495548460793,False,0.020321615589780677,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.275,471225,0.0,0.0,7,0,0,16,6,5.35,4,20,33,309.0,97.0,20,16,33,200,1.7474010605365038,300.04707944206893
140,33,0,0,0,10.0,20,10.0,25.026919116384416,26,25.0,12.091846598313388,3,12.0,27.821956732542098,15,16.666666666666668,42.99999999999999,6,43.0,6,5.138000000000001,61969,59,10,1.0,840.2691911638442,False,0.4986220507694247,0,0.2,27981,1365,0,0.0,13650.0,False,-0.16394033292498378,2,2.7760000000000007,20841,1050,0,0.0,26278.265072203638,False,-0.3470256435346218,1,3.3600000000000008,22992,884,0,0.0,22123.796498883825,False,-0.34560813525544476,10,4.008,73420,0,1,0.1,27.821956732542098,False,0.0008028753440037015,3,2.2640000000000002,81197,0,2,0.2,55.643913465084196,False,0.10698224131833109,0,0.5780000000000001,86889,7,481,1.0,20877.75369712779,False,0.02201884731404586,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2875,470520,0.0,0.0,11,0,0,13,7,6.1,8,21,33,296.0,81.0,21,12,33,808,1.968720975331962,302.0158004174009
141,33,0,0,0,10.0,20,10.0,25.026919116384416,0,,12.088014662716962,1,12.0,28.748951324363247,4,50.0,42.99999999999999,3,43.0,0,5.132000000000001,61869,59,20,1.0,1090.5383823276884,False,0.4992257978709098,0,0.2,27881,1375,0,0.0,13750.0,False,-0.1651413610050203,0,2.7740000000000005,20841,1050,0,0.0,26278.265072203638,False,-0.3470256435346218,1,3.3690000000000007,22976,884,0,0.0,22123.796498883825,False,-0.3459155969668535,0,3.9980000000000007,73420,0,1,0.0,28.748951324363247,False,0.0008091921725679661,2,2.2810000000000006,81307,0,1,0.1,28.748951324363247,False,0.10829811891873492,0,0.5780000000000001,86818,1,488,1.0,21012.74895132436,False,0.0219820696586424,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2625,470343,0.0,0.0,8,0,0,11,2,1.5,5,16,38,258.0,81.0,16,17,38,329,1.8098816806450486,303.82568209804595
142,38,0,0,0,10.0,20,10.0,25.066302902952483,8,26.0,12.0805468853389,2,12.0,29.780574890025456,13,36.61538461538461,42.99999999999999,5,43.0,0,5.132000000000001,61977,59,22,1.0,1141.4586638649546,False,0.5024315854034848,0,0.2,27781,1385,0,0.0,13850.0,False,-0.1663423890850568,2,2.7940000000000005,20600,1058,0,0.0,26520.148471323726,False,-0.3493327266922526,0,3.3680000000000017,22976,884,0,0.0,22158.611766209993,False,-0.34558108566450163,8,4.078000000000001,73344,0,1,0.1,29.780574890025456,False,-0.00021955315236778044,3,2.3090000000000006,81378,0,1,0.1,29.780574890025456,False,0.10927278074882472,0,0.5780000000000001,86557,4,493,1.0,21318.1222995601,False,0.020844695002468275,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.275,469844,0.0,0.0,8,0,0,14,5,4.55,6,20,32,315.0,99.0,20,18,32,623,2.148508844897151,305.9741909429431
143,32,0,0,0,10.0,20,10.0,25.055143673087674,36,25.0,12.477086195200828,18,12.944444444444445,30.45028240834223,5,42.4,42.99999999999999,0,,14,5.272000000000001,62471,56,10,1.0,810.5514367308767,False,0.5103234541174951,0,0.2,27651,1398,0,0.0,13980.0,False,-0.16790372558910427,0,2.7920000000000007,20050,1080,0,0.0,27059.555166934686,False,-0.35471900721636956,18,3.548000000000001,22336,898,0,0.0,22499.51901843273,False,-0.35460405639584985,3,4.1000000000000005,73169,7,10,1.0,391.8424274498281,False,-0.0001373599492345843,0,2.3060000000000005,81415,0,1,0.1,30.45028240834223,False,0.10978160328727994,0,0.5780000000000001,86345,0,502,0.9,21585.999999999996,False,0.02002499186189371,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.375,468668,0.0,0.0,11,0,0,8,5,5.0,8,16,32,258.0,78.0,16,16,32,815,1.6325303558260202,307.6067212987691
144,32,0,0,0,10.0,20,10.0,25.159882550891783,24,26.0,12.428519398193535,4,12.0,31.33095636227592,4,50.0,42.99999999999999,0,,14,5.398000000000001,62669,58,10,1.0,831.5988255089178,False,0.5153323103637784,0,0.2,27571,1406,0,0.0,14060.0,False,-0.16886454805313347,2,2.8120000000000007,19705,1092,0,0.0,27474.591745573827,False,-0.35736090484469507,2,3.5500000000000007,21991,910,0,0.0,22895.493121311523,False,-0.3574291096935806,0,4.097000000000001,73345,0,15,0.9,469.9643454341388,False,0.0027936241596874115,0,2.3060000000000005,81391,0,3,0.2,93.99286908682777,False,0.10988751529190341,0,0.5780000000000001,86145,0,506,0.4,21757.999999999996,False,0.018827902678749567,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.3125,468048,0.0,0.0,8,0,0,12,6,5.166666666666667,6,18,37,249.0,102.0,18,14,37,400,1.7099444745108485,309.31666577327996
145,37,0,0,0,10.0,20,10.0,25.159882550891783,0,,12.39500979882999,3,12.0,31.651553406948523,19,33.0,42.99999999999999,0,,0,5.384000000000001,62569,58,20,1.0,1083.1976510178356,False,0.5159520267471096,0,0.2,27471,1416,0,0.0,14160.0,False,-0.17006557613317,2,2.8300000000000005,19672,1092,0,0.0,27474.591745573827,False,-0.3579950446244756,1,3.5580000000000003,21975,910,0,0.0,22895.493121311523,False,-0.3577365714049893,4,4.137000000000001,73792,0,2,0.2,63.303106813897045,False,0.006114501579651757,0,2.3060000000000005,81379,0,4,0.1,126.60621362779409,False,0.10994620929218256,0,0.5780000000000001,85518,9,516,1.0,22472.863980662532,False,0.015997227691941403,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2875,467607,0.0,0.0,6,0,0,13,4,3.2105263157894735,6,19,37,301.0,129.0,19,18,37,200,1.5953630227595568,310.9120287960395
146,37,0,0,0,10.0,20,10.0,25.18181084036154,15,25.466666666666665,12.383891372147067,1,12.0,31.723261421568022,5,33.0,42.99999999999999,0,,0,5.384000000000002,62841,59,15,1.0,967.727162605423,False,0.5210987865125198,0,0.2,27381,1425,0,0.0,14250.0,False,-0.17114650140520285,0,2.8280000000000003,19290,1107,0,0.0,27876.264600280225,False,-0.3614763485051575,1,3.5670000000000006,21959,910,0,0.0,22915.447864729,False,-0.35785230438008986,0,4.133000000000001,73792,0,2,0.0,63.446522843136044,False,0.006115478860941204,1,2.3160000000000007,81493,0,1,0.1,31.723261421568022,False,0.11085331012893748,0,0.5780000000000001,85353,4,526,1.0,22744.89304568627,False,0.01569285760774471,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2625,467340,0.0,0.0,8,0,0,8,2,1.2,11,19,41,312.0,144.0,19,18,41,582,1.7152995187789202,312.62732831481844
147,41,0,0,0,10.0,20,10.0,25.18181084036154,0,,12.341206826684168,4,12.0,32.365479683531866,10,37.8,42.99999999999999,0,,0,5.384000000000001,62741,59,25,1.0,1219.5452710090385,False,0.5217211365449909,0,0.2,27281,1435,0,0.0,14350.0,False,-0.17234752948523938,2,2.8480000000000008,19257,1107,0,0.0,27876.264600280225,False,-0.362110488284938,2,3.586000000000001,21926,910,0,0.0,22915.447864729,False,-0.3584864441598704,0,4.133000000000001,73785,0,3,0.2,97.09643905059559,False,0.006249379482457225,8,2.3950000000000005,81493,0,2,0.2,64.73095936706373,False,0.11107823481681135,0,0.5780000000000001,84975,4,536,1.0,23177.461918734123,False,0.013994717679821331,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.3,466689,0.0,0.0,7,0,0,12,6,5.75,8,20,37,319.0,123.0,20,21,37,217,1.7623384986072779,314.3896668134257
148,37,0,0,0,10.0,20,10.0,25.21505881694833,8,26.0,12.33098409564958,1,12.0,32.365479683531866,0,,42.99999999999999,0,,0,5.384000000000001,62869,57,27,1.0,1250.8065880576048,False,0.525171225625827,0,0.2,27161,1447,0,0.0,14470.0,False,-0.17378876318128317,0,2.846000000000001,19049,1115,0,0.0,28114.790580897385,False,-0.36381569033900163,1,3.5940000000000007,21910,910,0,0.0,22945.70352342298,False,-0.3585032041024714,0,4.133000000000001,73785,0,3,0.0,97.09643905059559,False,0.006249379482457225,0,2.3870000000000005,81481,0,3,0.1,97.09643905059559,False,0.11113523978910118,0,0.5780000000000001,84975,0,540,0.4,23219.999999999996,False,0.014218059245413783,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.1875,466461,0.0,0.0,8,0,0,11,1,1.0,6,17,37,261.0,119.0,17,20,37,408,1.6869484400376678,316.0766152534634
149,37,0,0,0,10.0,20,10.0,25.185711066477474,28,25.0,12.320320790420517,1,12.0,30.782289017082295,10,17.3,42.99999999999999,0,,1,5.394,63438,58,10,1.0,831.8571106647747,False,0.5338072243119883,0,0.2,27071,1456,0,0.0,14560.0,False,-0.17486968845331605,0,2.8460000000000005,19049,1115,0,0.0,28082.067839122385,False,-0.36413009628238074,1,3.603000000000001,21194,938,0,0.0,23624.19698035587,False,-0.36574302945525594,2,4.1530000000000005,73776,0,1,0.1,30.782289017082295,False,0.005674836722433248,2,2.4070000000000005,81493,0,0,0.0,0.0,False,0.11063713798977853,0,0.5780000000000001,84802,0,550,1.0,23649.999999999996,False,0.014659092102361626,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2625,466054,0.0,0.0,13,0,0,11,5,3.5428571428571427,7,18,37,297.0,192.0,18,19,37,774,2.475888365879655,318.55250361934304
150,37,0,0,0,10.0,20,10.0,25.239265276440722,13,26.0,12.29892012135819,2,12.0,30.919218198978847,9,32.22222222222222,42.99999999999999,0,,3,5.423000000000001,63603,59,10,1.0,842.3926527644072,False,0.5378971517951096,0,0.2,26981,1465,0,0.0,14650.0,False,-0.1759506137253489,1,2.8560000000000008,19033,1115,0,0.0,28141.780783231407,False,-0.36386382536913275,1,3.6120000000000014,20840,951,0,0.0,24002.54127789513,False,-0.36891042028195076,4,4.191000000000001,73698,0,1,0.1,30.919218198978847,False,0.004612737432361011,4,2.4450000000000007,81525,0,1,0.1,30.919218198978847,False,0.11128394697239508,0,0.5780000000000001,84512,0,559,0.9,24036.999999999996,False,0.013645766609612416,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2625,465423,0.0,0.0,7,0,0,11,5,4.030769230769231,6,17,31,268.0,180.0,17,20,31,200,1.4690079735592008,320.02151159290224
151,31,0,0,0,10.0,20,10.0,25.21728048041862,18,25.0,12.288222253525282,1,12.0,28.8333982215409,14,16.142857142857142,42.99999999999999,0,,8,5.500000000000001,63819,55,10,1.0,802.1728048041862,False,0.5426025414331169,0,0.2,26841,1479,0,0.0,14790.0,False,-0.1776320530374,0,2.855000000000001,18733,1127,0,0.0,28419.875101431782,False,-0.36695675261408,1,3.621000000000001,20674,957,0,0.0,24132.93741976062,False,-0.3708474661334708,13,4.317000000000001,73327,0,0,0.0,0.0,False,-0.0006541737649063032,0,2.4410000000000007,81513,0,2,0.1,57.6667964430818,False,0.11130266982244008,0,0.5780000000000001,84286,4,569,1.0,24582.33359288616,False,0.014135804480086124,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2625,464424,0.0,0.0,8,0,0,9,7,6.133333333333333,3,12,29,206.0,102.0,12,19,29,350,1.266457388177514,321.28796898107976
152,29,0,0,0,10.0,20,10.0,25.334325139250012,31,26.0,12.248669078971735,4,12.0,28.781858878593468,11,28.363636363636363,42.99999999999999,0,,21,5.702000000000002,64015,53,10,1.0,783.3432513925002,False,0.5470844232830404,0,0.2,26721,1491,0,0.0,14910.0,False,-0.17907328673344383,2,2.875000000000001,18388,1139,0,0.0,28855.796333605766,False,-0.3693979867637179,2,3.640000000000001,20147,976,0,0.0,24726.30133590801,False,-0.3752733398421568,4,4.344000000000001,73347,0,2,0.2,57.563717757186936,False,1.0655657629826736e-05,5,2.4910000000000005,81406,0,2,0.2,57.563717757186936,False,0.1098437050613777,0,0.5780000000000001,83974,5,579,1.0,25040.909294392965,False,0.013267262206597493,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.3,463229,0.0,0.0,7,0,0,6,9,7.880952380952381,5,11,34,183.0,82.0,11,18,34,200,1.2124887304380536,322.5004577115178
153,34,0,0,0,10.0,20,10.0,25.32390879735421,6,25.0,12.223149763471783,3,12.0,30.118171867092165,12,40.166666666666664,42.99999999999999,0,,0,5.681000000000002,64045,55,14,1.0,904.5347231629589,False,0.5492605837376349,0,0.2,26641,1499,0,0.0,14990.0,False,-0.18003410919747304,2,2.8930000000000007,18280,1142,0,0.0,28919.90384657851,False,-0.37085739688907826,1,3.648000000000001,20056,979,0,0.0,24792.106712609773,False,-0.37638975852139955,4,4.380000000000001,73402,0,1,0.1,30.118171867092165,False,0.0005732073040347502,4,2.5260000000000007,81467,0,2,0.2,60.23634373418433,False,0.11069326298967067,0,0.5780000000000001,83492,7,589,1.0,25537.827203069643,False,0.010814898526055796,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2875,462614,0.0,0.0,9,0,0,9,9,8.0,2,11,24,198.0,159.0,11,23,24,350,1.405170707963407,323.9056284194812
154,24,0,0,0,10.000000000000002,20,10.0,25.298108864171834,15,25.0,12.200309256237466,3,12.0,30.661894448733122,6,39.0,42.99999999999999,0,,1,5.691000000000002,64289,56,10,1.0,812.9810886417184,False,0.5540220159093191,0,0.2,26551,1508,0,0.0,15080.000000000002,False,-0.1811150344695059,1,2.901000000000001,18164,1146,0,0.0,28991.632758340922,False,-0.37239731011029303,2,3.6670000000000007,19748,990,0,0.0,25045.127775530116,False,-0.37987732493389464,0,4.376000000000001,73390,0,2,0.1,61.323788897466244,False,0.0006223086125891278,4,2.5620000000000007,81512,0,2,0.2,61.323788897466244,False,0.11131396108277652,0,0.5780000000000001,83258,3,599,1.0,25848.985683346196,False,0.009991419198297803,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2875,462143,0.0,0.0,9,0,0,4,7,5.642857142857142,2,6,16,93.0,129.0,6,18,16,400,0.8698412729427218,324.77546969242394
155,16,0,0,0,10.000000000000002,20,10.0,25.298108864171834,0,,12.18619241501671,2,12.0,30.563952019904935,10,29.7,42.99999999999999,0,,0,5.690000000000001,64209,54,20,1.0,1045.9621772834369,False,0.5548985392770224,0,0.2,26431,1520,0,0.0,15200.000000000002,False,-0.1825562681655497,0,2.900000000000001,18164,1146,0,0.0,28991.632758340922,False,-0.37239731011029303,2,3.685000000000001,19715,990,0,0.0,25045.127775530116,False,-0.3805114647136752,8,4.456000000000001,73331,0,1,0.1,30.563952019904935,False,-0.00039138703904665207,0,2.5580000000000007,81500,0,3,0.1,91.69185605971481,False,0.11135735506684641,0,0.5780000000000001,82961,3,609,1.0,26278.69185605971,False,0.009128812340832878,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.275,461542,0.0,0.0,7,0,0,3,5,4.5,0,3,11,54.0,54.0,3,13,11,200,0.615185015834868,325.3906547082588
156,11,0,0,0,10.000000000000002,0,,25.281499980684067,10,25.0,12.172671252250698,2,12.0,29.78420679111866,5,16.0,42.99999999999999,0,,0,5.690000000000001,64459,44,20,1.0,945.6299996136813,False,0.559698662050079,0,0.2,26431,1520,0,0.0,15200.000000000002,False,-0.1825562681655497,1,2.9100000000000006,17898,1156,0,0.0,29225.41397767078,False,-0.37526264938151405,1,3.6930000000000005,19699,990,0,0.0,25028.684980877228,False,-0.38097691173084397,4,4.488,73255,0,0,0.0,0.0,False,-0.001635434412265758,0,2.5580000000000003,81476,0,5,0.2,148.9210339555933,False,0.11142024554654574,0,0.5780000000000001,82881,0,617,0.8,26530.999999999996,False,0.00961346620323214,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.25,461330,0.0,0.0,1,0,0,1,3,2.8,0,1,6,18.0,30.0,1,10,6,250,0.5042843436822295,325.89493905194104
157,6,0,0,0,10.000000000000002,0,,25.338803539556576,14,26.0,12.16597514194189,1,12.0,29.78420679111866,0,,42.99999999999999,4,43.0,0,5.690000000000001,64823,34,16,1.0,745.4208566329053,False,0.5660375784467453,0,0.2,26431,1520,0,0.0,15200.000000000002,False,-0.1825562681655497,1,2.9190000000000005,17882,1156,0,0.0,29291.6568917274,False,-0.3749336373515306,0,3.6920000000000015,19335,1004,0,0.0,25440.1587537148,False,-0.3840181522155037,0,4.484000000000001,73255,0,0,0.0,0.0,False,-0.001635434412265758,0,2.5580000000000007,81464,0,6,0.1,178.70524074671195,False,0.11145966092502009,0,0.5780000000000001,83053,0,613,0.0,26358.999999999996,False,0.01051653348174439,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.1375,461474,0.0,0.0,4,0,0,1,1,1.0,0,1,3,3.0,15.0,1,5,3,536,0.3284526392817497,326.2233916912228
158,3,0,0,0,10.000000000000002,0,,25.328409833680848,5,25.0,12.16597514194189,0,,29.78420679111866,0,,42.99999999999999,0,,0,5.690000000000001,64948,24,21,1.0,771.8966065072977,False,0.5693581298372283,0,0.2,26431,1520,0,0.0,15200.000000000002,False,-0.1825562681655497,0,2.918000000000001,17882,1156,0,0.0,29279.64176773506,False,-0.3750490808073267,0,3.6920000000000015,19210,1009,0,0.0,25556.365522183976,False,-0.38530366146367173,0,4.484000000000001,73255,0,0,0.0,0.0,False,-0.001635434412265758,0,2.5580000000000007,81464,0,6,0.0,178.70524074671195,False,0.11145966092502009,0,0.5780000000000001,83053,0,613,0.0,26358.999999999996,False,0.01051653348174439,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.125,461474,0.0,0.0,1,0,0,1,0,0.0,0,1,1,18.0,10.0,1,2,1,125,0.3874611360952258,326.610852827318
159,1,0,0,0,10.000000000000002,0,,25.451749541122854,33,26.0,12.16597514194189,0,,29.78420679111866,0,,42.99999999999999,0,,12,5.810000000000001,65554,14,10,1.0,394.51749541122854,False,0.5793821610748147,0,0.2,26431,1520,0,0.0,15200.000000000002,False,-0.1825562681655497,0,2.918000000000001,17336,1177,0,0.0,29956.7092099016,False,-0.3790358268807856,0,3.6920000000000006,18898,1021,0,0.0,25986.236281486435,False,-0.38716888985677633,0,4.484000000000002,73255,0,0,0.0,0.0,False,-0.001635434412265758,0,2.5580000000000007,81464,0,6,0.0,178.70524074671195,False,0.11145966092502009,0,0.5780000000000001,83053,0,613,0.0,26358.999999999996,False,0.01051653348174439,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.125,461222,0.0,0.0,2,0,0,0,1,1.0,0,0,0,0.0,3.0,0,1,0,546,0.23703121580183506,326.84788404311985
