index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
133,22,0,0,0,10.0,20,10.0,28.623018212689495,54,29.0,15.141570545731568,10,15.0,50.38708277764612,10,57.0,51.99999999999999,12,52.0,2,5.431000000000002,71128,29,10,1.0,576.230182126895,False,0.4533193954225366,20,4.2250000000000005,73400,5,10,1.0,336.23018212689493,False,0.49711263921578036,5,10.618000000000004,9153,1806,0,0.0,51693.170892117225,False,-0.5898806486283266,5,10.825000000000001,4560,1846,0,0.0,52838.09162062481,False,-0.6369926668583032,0,0.2,122785,0,399,1.0,20104.446028280803,False,0.18736121254013743,0,11.882,-104637,1404,0,0.0,21258.76504620712,True,-1.8402840419473028,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,12,11.894000000000002,89305,1828,0,0.0,92107.58731753711,False,-0.052334922646088786,0.375,513369,0.0,0.1,9,0,0,5,9,8.03896103896104,6,11,22,198.0,107.0,11,11,22,1408,1.3606571839773096,381.05338383477647
134,22,0,0,0,10.0,20,10.0,28.598734629910304,11,28.0,15.15634346206872,7,15.285714285714286,50.891011040386054,5,58.0,51.99999999999999,10,52.0,1,5.439000000000002,71273,33,10,1.0,615.987346299103,False,0.4566746779232714,0,4.205000000000002,73340,1,20,1.0,581.974692598206,False,0.4983920908892778,6,10.673000000000004,9014,1806,0,0.0,51649.31474161801,False,-0.5917663771876143,1,10.830000000000002,4231,1857,0,0.0,53107.85020774343,False,-0.6392673411779738,0,0.2,122968,0,401,0.7,20407.295427194807,False,0.1903504568772337,0,11.882000000000001,-104637,1404,0,0.0,21279.506220744483,True,-1.8401913447891216,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,10,11.982000000000003,88829,1833,0,0.0,93283.22323702763,False,-0.05155207010576037,0.3375,512693,0.0,0.1,7,0,0,5,7,6.090909090909091,5,10,24,165.0,126.0,10,12,24,490,1.4163551849778742,382.46973901975434
135,24,0,0,0,10.0,20,10.0,28.476646702781125,21,27.0,15.144583181473077,5,15.0,50.891011040386054,0,,52.0,8,52.0,11,5.548000000000001,71477,34,10,1.0,624.7664670278112,False,0.4609154097174176,0,4.205000000000001,73250,0,30,1.0,854.2994010834337,False,0.4993314957375197,0,10.667000000000002,8447,1827,0,0.0,52026.833525981114,False,-0.5961985380479194,5,10.879000000000003,4121,1857,0,0.0,52881.13292706455,False,-0.6418846207694835,0,0.2,122893,0,406,0.5,20661.75048239674,False,0.1908172909399547,0,11.882000000000001,-104637,1404,0,0.0,21262.9947867882,True,-1.8402651382477555,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,8,12.052,88710,1833,0,0.0,93283.22323702763,False,-0.052385205073625166,0.3125,511936,0.0,0.1,5,0,0,9,4,3.5238095238095237,6,15,21,255.0,132.0,15,9,21,200,1.4267508480115794,383.8964898677659
136,21,0,0,0,10.0,20,10.0,28.480440203005926,48,28.5,15.1465961426855,6,15.166666666666666,50.891011040386054,0,,52.0,10,52.0,14,5.6770000000000005,71683,36,10,1.0,644.8044020300592,False,0.46531140010205607,0,4.205000000000001,73866,0,14,0.8,398.726162842083,False,0.5072316459385643,5,10.716999999999999,7653,1851,0,0.0,52717.29481576397,False,-0.6014571430995783,1,10.884000000000002,3416,1881,0,0.0,53571.708021854145,False,-0.6460996717725912,0,0.2,122802,0,412,0.6,20967.096548639056,False,0.1913685533476307,0,11.882000000000005,-104637,1404,0,0.0,21265.820984330443,True,-1.8402525073101896,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,10,12.144000000000002,88550,1833,0,0.0,93283.22323702763,False,-0.053505386543023205,0.3,511008,0.0,0.1,7,0,0,5,6,5.166666666666667,7,12,14,216.0,117.0,12,9,14,896,1.2433313219808042,385.1398211897467
137,14,0,0,0,10.0,20,10.0,28.480440203005926,0,,15.135186371183043,5,15.0,50.891011040386054,0,,52.0,10,52.0,0,5.663000000000002,71533,41,20,1.0,979.6088040601185,False,0.46566553524684695,0,4.205000000000001,73816,0,19,0.5,541.1283638571126,False,0.5076630887653348,5,10.762000000000002,7543,1851,0,0.0,52717.29481576397,False,-0.6027461048994377,0,10.883000000000003,3416,1881,0,0.0,53571.708021854145,False,-0.6460996717725912,0,0.2,122727,0,417,0.5,21221.551603840984,False,0.1918353874103517,0,11.882000000000001,-104637,1404,0,0.0,21249.801665140993,True,-1.8403241013928768,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,10,12.234000000000002,88377,1833,0,0.0,93283.22323702763,False,-0.05471658275680984,0.25,510450,0.0,0.1,5,0,0,5,4,4.0,2,7,18,126.0,96.0,7,7,18,200,0.9189941370277666,386.0588153267745
138,18,0,0,0,10.0,20,10.0,28.464713560464748,9,28.0,15.14988974987908,1,16.0,51.93502873374042,15,56.666666666666664,52.00000000000001,6,52.0,0,5.663000000000001,71453,39,30,1.0,1243.9414068139424,False,0.46672712054145243,0,4.205000000000001,73948,2,20,1.0,589.294271209295,False,0.5108393800489347,0,10.757000000000001,7291,1860,0,0.0,52944.36722246443,False,-0.6043686007589382,1,10.893,3395,1881,0,0.0,53542.12620723419,False,-0.6465190637026353,0,0.2,123561,0,403,0.1,20929.816579697388,False,0.1979862373507158,0,11.882000000000001,-104637,1404,0,0.0,21270.445208830228,True,-1.8402318405697815,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,6,12.284000000000002,87443,1848,0,0.0,95975.9330999523,False,-0.05182963055031612,0.2625,510129,0.0,0.1,9,0,0,6,3,3.0,4,10,21,180.0,114.0,10,8,21,1302,1.149178870022297,387.2079941967968
139,21,0,0,0,10.0,20,10.0,28.612819059015973,43,29.46511627906977,15.136953857821387,5,15.0,51.93502873374042,0,,52.00000000000001,12,52.0,1,5.673000000000001,72209,43,10,1.0,716.1281905901596,False,0.47674123108048594,0,4.205000000000001,74236,0,16,0.8,457.80510494425556,False,0.51536228230509,0,10.757000000000001,6372,1891,0,0.0,54106.8408405992,False,-0.6083264539453995,5,10.942000000000002,2937,1893,0,0.0,54164.066478717235,False,-0.648241935325069,0,0.2,123486,0,408,0.5,21189.49172336609,False,0.19847640120922308,0,11.882,-104637,1404,0,0.0,21252.283216381227,True,-1.8403130107602113,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,12,12.398000000000003,87215,1848,0,0.0,95975.9330999523,False,-0.05342588914420834,0.2875,509493,0.0,0.1,8,0,0,6,5,4.05,6,12,22,216.0,132.0,12,9,22,867,1.2733276920043863,388.4813218888012
140,22,0,0,0,10.0,20,10.0,28.592422386416192,9,28.0,15.153194221384654,1,16.0,52.65121783971971,10,58.0,52.0,15,52.0,0,5.6720000000000015,72109,43,20,1.0,1001.8484477283239,False,0.4776134355690712,0,4.205000000000001,74388,0,17,1.0,486.0711805690753,False,0.5187430930053832,0,10.757000000000001,6372,1891,0,0.0,54068.27073271302,False,-0.6085524330166803,1,10.947000000000001,2664,1902,0,0.0,54382.7873789636,False,-0.6501594364954089,0,0.2,124050,0,399,0.1,21007.835918048164,False,0.20270583466538025,0,11.882000000000001,-104637,1404,0,0.0,21275.084686824055,True,-1.8402111056579424,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,15,12.536000000000003,86289,1858,0,0.0,97825.96274619922,False,-0.05343278649971568,0.2625,508910,0.0,0.1,9,0,0,5,5,5.0,5,10,23,180.0,125.0,10,12,23,1032,1.2090677379746921,389.69038962677587
141,23,0,0,0,10.0,20,10.0,28.523577316755933,32,28.0,15.154695947443798,6,15.166666666666666,52.857384174910784,5,56.0,52.00000000000001,12,52.0,0,5.6720000000000015,72307,44,19,1.0,981.9479690183628,False,0.4814402520250139,4,4.245000000000001,74794,0,9,0.9,256.71219585080337,False,0.5246714712642531,1,10.767000000000005,5455,1923,0,0.0,54850.83918012166,False,-0.6147126835005762,5,10.996,2554,1902,0,0.0,54251.84405646978,False,-0.652215584389092,0,0.2,124239,0,400,0.6,21142.953669964314,False,0.20499907786283178,0,11.882,-104637,1404,0,0.0,21277.193110211094,True,-1.840201682620888,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,12,12.641000000000004,85770,1863,0,0.0,98473.3067178588,False,-0.054800304136764476,0.3125,508157,0.0,0.1,9,0,0,6,6,5.8,6,12,26,201.0,123.0,12,11,26,1236,1.3151188509655185,391.0055084777414
142,26,0,0,0,10.0,20,10.0,28.383520342239066,54,27.74074074074074,15.157072463205735,12,15.166666666666666,53.186642286052866,5,58.0,52.000000000000014,9,52.0,15,5.822000000000002,72800,42,10,1.0,703.8352034223907,False,0.48864301183783454,11,4.351000000000001,74966,2,10,1.0,303.8352034223907,False,0.5286511518459746,6,10.826000000000002,4277,1960,0,0.0,55631.69987078857,False,-0.6239412944059727,6,11.051000000000002,1956,1919,0,0.0,54467.97553675677,False,-0.657956552983614,0,0.2,124347,2,405,1.0,21570.90427077782,False,0.20787704365001353,0,11.882000000000001,-104637,1404,0,0.0,21280.52973834085,True,-1.8401867704496904,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,9,12.719000000000003,85338,1868,0,0.0,99352.64779034676,False,-0.054746601683259025,0.375,506722,0.0,0.1,7,0,0,9,10,8.98235294117647,6,15,24,270.0,123.0,15,11,24,949,1.362069915048778,392.36757839279016
143,24,0,0,0,10.0,20,10.0,28.403290177872297,9,29.0,15.186963218436388,2,16.0,53.186642286052866,0,,52.000000000000014,11,52.0,0,5.807000000000002,72710,41,20,1.0,978.065803557446,False,0.48960180915300633,0,4.340000000000002,75117,3,11,1.0,342.4361919565953,False,0.5321167703699288,1,10.830000000000002,4256,1960,0,0.0,55670.4487486297,False,-0.623960342461743,1,11.055000000000001,1674,1928,0,0.0,54761.543462937785,False,-0.6595409921318386,0,0.2,124315,0,409,0.4,21753.33669499562,False,0.20840634584269924,0,11.882000000000001,-104637,1404,0,0.0,21322.49635868469,True,-1.8399992118118063,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,11,12.820000000000002,85126,1868,0,0.0,99352.64779034676,False,-0.056230842130211435,0.3,506236,0.0,0.1,6,0,0,9,5,5.0,3,12,18,186.0,112.0,12,12,18,461,1.2421667739981785,393.60974516678834
144,18,0,0,0,10.0,20,10.0,28.211062294233937,50,27.24,15.217783125020805,2,16.0,53.186642286052866,0,,52.00000000000002,9,52.0,18,5.987000000000002,73222,41,10,1.0,692.1106229423394,False,0.4971114226998609,1,4.350000000000001,75330,3,10,1.0,312.1106229423394,False,0.5361427617311999,1,10.839,3386,1991,0,0.0,56168.22502781977,False,-0.6312384284753939,1,11.064000000000002,1140,1947,0,0.0,54926.938286873476,False,-0.6648292811877579,0,0.2,124283,0,411,0.2,21859.709979567728,False,0.20859572195809528,0,11.882000000000005,-104637,1404,0,0.0,21365.76750752921,True,-1.839805822931061,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,9,12.899000000000003,85001,1868,0,0.0,99352.64779034676,False,-0.057105983903178656,0.275,505400,0.0,0.1,7,0,0,4,6,5.030701754385965,6,10,16,180.0,84.0,10,8,16,713,1.005997269996442,394.6157424367848
145,16,0,0,0,10.0,20,10.0,28.236301757222602,9,29.0,15.179897551078662,10,15.0,53.5370654155838,10,56.0,52.00000000000002,11,52.0,0,5.969000000000002,73102,43,20,1.0,994.726035144452,False,0.4977485351561299,0,4.349000000000001,75511,1,11,1.0,320.59931932944863,False,0.5399124879866652,5,10.888000000000003,3015,2000,0,0.0,56472.6035144452,False,-0.6338024167187415,5,11.113000000000003,1030,1947,0,0.0,54976.07952131241,False,-0.6658303285603914,0,0.2,124693,0,411,1.0,22003.73388580494,False,0.21290417017861268,0,11.882000000000001,-104637,1404,0,0.0,21312.57616171444,True,-1.8400435474913546,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,11,13.000000000000002,84245,1878,0,0.0,100542.60885046636,False,-0.05823330281842426,0.375,504634,0.0,0.1,8,0,0,6,5,5.0,2,8,18,144.0,84.0,8,8,18,1021,0.8541516509721987,395.469894087757
146,18,0,0,0,10.0,20,10.0,28.28493057384617,34,28.647058823529413,15.210420940241654,2,16.0,53.69646600710427,5,56.0,52.000000000000014,11,52.0,0,5.969000000000002,73301,45,19,1.0,987.4136809030773,False,0.5017237859269749,12,4.469000000000001,75774,0,9,0.9,254.56437516461554,False,0.5445926371099372,1,10.893000000000002,2826,2006,0,0.0,56739.57073113542,False,-0.6344529486106432,1,11.118,203,1975,0,0.0,55862.73788334619,False,-0.670326119736664,0,0.2,124941,0,408,0.2,21908.15813089854,False,0.2146937597469455,0,11.882000000000001,-104637,1404,0,0.0,21355.43100009928,True,-1.8398520191993846,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,11,13.099000000000002,83756,1883,0,0.0,101110.44549137734,False,-0.05966910717554181,0.2625,503839,0.0,0.1,8,0,0,7,7,7.0,4,11,12,198.0,51.0,11,7,12,1118,0.6889547270257026,396.1588488147827
147,12,0,0,0,10.0,20,10.0,28.278466425394495,6,28.0,15.188275098683214,11,15.090909090909092,53.69646600710427,0,,52.000000000000014,9,52.0,0,5.969000000000001,73369,45,23,1.0,1100.4047277840734,False,0.5042572723624753,0,4.457000000000001,75674,0,19,1.0,537.2908620824954,False,0.5454343799560695,0,10.892000000000001,2826,2006,0,0.0,56726.603649341356,False,-0.634528921670135,11,11.227000000000002,-262,1981,0,0.0,56019.64198870649,False,-0.674855624626749,0,0.2,124775,1,418,1.0,22460.31106606827,False,0.21567767468477708,0,11.882,-104637,1404,0,0.0,21324.33823855123,True,-1.8399909800200613,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,9,13.178,83621,1883,0,0.0,101110.44549137734,False,-0.06061426029034641,0.375,503041,0.0,0.1,7,0,0,5,5,5.0,1,6,6,108.0,33.0,6,6,6,368,0.5321319089853205,396.690980723768
148,6,0,0,0,10.0,0,,28.40783397184222,52,29.0,15.158590959815006,10,15.0,53.85100230095446,5,56.0,52.000000000000014,8,52.0,0,5.969000000000002,73949,35,13,1.0,719.3018416339489,False,0.5121825584211839,13,4.587000000000001,76263,0,0,0.0,0.0,False,0.551953601953602,10,10.992000000000003,2044,2024,0,0.0,57497.45595900865,False,-0.6391759083723421,0,11.216000000000001,-17515,2015,0,0.0,57241.78545326207,False,-0.8698629865639672,0,0.2,124905,1,423,1.0,22794.132564263553,False,0.2183316017924467,0,11.882000000000001,-104637,1404,0,0.0,21282.661707580268,True,-1.8401772421807168,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,8,13.249000000000002,83243,1888,0,0.0,101670.69234420202,False,-0.061299507315478036,0.25,485927,0.0,0.1,2,0,0,2,9,63.48103448275862,0,2,5,36.0,27.0,2,4,5,570,0.3935956269851886,397.0845763507532
149,5,0,0,0,10.0,0,,28.426058511990018,17,28.705882352941178,15.173077145785243,1,16.0,54.38929162522504,10,58.0,52.00000000000001,10,52.0,0,5.969000000000002,74089,25,18,1.0,761.6690532158203,False,0.5154626480791191,12,4.694000000000002,76335,0,0,0.0,0.0,False,0.5534188034188035,0,10.982000000000005,2044,2024,0,0.0,57534.342428267795,False,-0.6389597936004934,1,11.226,-93568,2032,0,0.0,57761.750896363716,False,-1.757993022636725,0,0.2,125469,0,415,0.2,22571.55602446839,False,0.22237815091918012,0,11.882,-104637,1404,0,0.0,21303.00031268248,True,-1.8400863441994597,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,10,13.341000000000001,82491,1898,0,0.0,103230.87550467713,False,-0.061102834392801696,0.15,409898,0.0,0.1,2,0,0,2,6,364.07775041050905,0,2,4,36.0,24.0,2,3,4,580,0.37655524199362844,397.4611315927468
150,4,1,2,1,10.0,0,,28.426058511990018,0,,15.173077145785243,0,,54.38929162522504,0,,52.000000000000014,11,52.0,0,5.969000000000001,74089,15,28,1.0,945.9296383357205,False,0.5173375014075673,0,4.682000000000001,76335,0,0,0.0,0.0,False,0.5534188034188035,0,10.982000000000005,2044,2024,0,0.0,57534.342428267795,False,-0.6389597936004934,0,11.225000000000001,-101053,2032,0,0.0,57761.750896363716,True,-1.8457010141998842,0,0.2,125469,0,415,0.0,22571.55602446839,False,0.22237815091918012,0,11.882000000000001,-104637,1404,0,0.0,21303.00031268248,True,-1.8400863441994597,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,11,13.441,82285,1898,0,0.0,103230.87550467713,False,-0.06254506803465168,0.125,503260,0.0,0.2,0,0,0,1,3,3.0,0,1,0,36.0,21.0,2,2,0,0,0.317451928043738,397.77858352079056
151,0,1,0,0,10.0,0,,28.435089147013574,4,29.0,15.173077145785243,0,,54.718221650424184,10,57.0,52.000000000000014,12,52.0,0,5.969000000000001,74205,5,34,1.0,1016.7930309984615,False,0.5204191395095489,0,4.682000000000001,76335,0,0,0.0,0.0,False,0.5534188034188035,0,10.982,1928,2028,0,0.0,57666.36079014353,False,-0.6395455777469913,0,11.225000000000001,-101053,2032,0,0.0,57780.101146731584,True,-1.845593501601057,0,0.2,126039,0,405,0.0,22160.879768421793,False,0.22563766924283052,0,11.882000000000001,-104637,1404,0,0.0,21303.00031268248,True,-1.8400863441994597,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,12,13.550000000000002,81489,1908,0,0.0,104402.36690900935,False,-0.0640170865864943,0.125,503034,0.0,0.2,3,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,686,0.19751108199125156,397.9760946027818
