index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
134,7,0,0,0,10.0,20,10.0,17.145841087538397,23,13.695652173913043,39.54085238234841,4,41.0,14.812321253408019,4,6.0,45.99999999999999,6,46.0,7,4.1850000000000005,59403,14,10,1.0,311.45841087538395,False,0.2623188759577315,6,4.445000000000001,26965,1343,0,0.0,13430.0,False,-0.28616845407146796,0,0.2,100454,10,246,1.0,9898.508096933094,False,0.2967600950821406,0,6.041000000000001,45592,1047,0,0.0,17951.695618652702,False,-0.32866012389795585,0,10.973000000000003,63389,811,0,0.0,32067.631282084563,False,-0.34800463291842315,4,11.490000000000002,64273,781,0,0.0,30881.405710614108,False,-0.3456166904296921,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,6,11.852,98598,2440,0,0.0,36142.06385831557,False,-0.2756265790244888,0.25,620100,0.0,0.0,9,0,0,2,7,6.285714285714286,5,7,10,86.0,0.0,7,0,10,364,0.8758674839627929,182.90535887191072
135,10,0,0,0,10.0,20,10.0,17.156552599674995,2,18.0,39.54085238234841,0,,15.402154941800003,5,26.0,46.0,11,46.0,0,4.178000000000002,59339,14,18,1.0,448.8179467941499,False,0.2624180614089499,0,4.439000000000001,26865,1353,0,0.0,13530.0,False,-0.28722818023822644,0,0.2,100418,2,256,1.0,10156.771315080543,False,0.29790587900814786,0,6.041000000000001,45592,1047,0,0.0,17962.91057185972,False,-0.3285911359719267,5,11.023000000000001,63329,811,0,0.0,32067.631282084563,False,-0.3484971830969726,0,11.486000000000002,64273,781,0,0.0,30881.405710614108,False,-0.3456166904296921,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,11,11.956000000000001,98266,2445,0,0.0,37658.268832701004,False,-0.272980998520132,0.25,619508,0.0,0.0,9,0,0,1,5,5.0,8,9,9,124.0,3.0,9,1,9,236,0.9006091060000472,183.80596797791077
136,9,0,0,0,10.0,20,10.0,17.002897275170945,19,15.842105263157896,39.54085238234841,0,,16.292046898701646,7,27.142857142857142,46.0,10,46.0,1,4.188000000000001,59505,16,10,1.0,330.02897275170943,False,0.26467751444143645,0,4.439000000000001,26785,1361,0,0.0,13610.0,False,-0.28807596117163325,0,0.2,100117,11,266,1.0,10704.898603731557,False,0.2975744851488126,0,6.041000000000001,45592,1047,0,0.0,17802.03344710398,False,-0.32958075928800973,7,11.088000000000001,63233,811,0,0.0,32067.631282084563,False,-0.3492852633826517,0,11.486,64273,781,0,0.0,30881.405710614108,False,-0.3456166904296921,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,10,12.045000000000002,97903,2452,0,0.0,39948.098995616434,False,-0.26812625263682177,0.25,618834,0.0,0.0,9,0,0,5,7,6.2,3,8,12,96.0,3.0,8,1,12,466,0.8920937040238641,184.69806168193463
137,12,0,0,0,10.0,20,10.0,16.67949581329559,24,14.708333333333334,39.57048781070881,1,42.0,15.60792213924092,8,8.5,46.0,14,46.0,13,4.317000000000001,59490,20,10,1.0,366.7949581329559,False,0.2647492153589606,1,4.449000000000002,26713,1367,0,0.0,13670.0,False,-0.2889661311517104,0,0.2,99852,23,275,1.0,11265.512551650721,False,0.29776280450561454,0,6.041000000000001,45546,1049,0,0.0,17496.791108147074,False,-0.332024365122985,0,11.081000000000001,63191,812,0,0.0,32131.236102295556,False,-0.34936897712804027,8,11.566000000000003,64019,781,0,0.0,30904.55098016358,False,-0.3476068177968083,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,14,12.175000000000002,97536,2460,0,0.0,38395.48846253266,False,-0.2752247939845132,0.25,617773,0.0,0.0,8,0,0,3,13,12.285714285714285,6,9,11,116.0,9.0,9,3,11,242,0.9403507760143839,185.63841245794902
138,11,0,0,0,10.0,20,10.0,17.170503559781874,22,20.59090909090909,40.051996937210035,20,41.85,15.60792213924092,0,,45.99999999999999,10,46.0,10,4.404000000000001,59698,18,10,1.0,351.7050355978188,False,0.2689977643550275,2,4.468000000000002,26565,1379,0,0.0,13790.0,False,-0.29083124920520537,0,0.2,100651,17,265,1.0,10905.677748876951,False,0.3053792829216613,0,6.041,45131,1067,0,0.0,18320.92729828726,False,-0.3320604359004007,0,11.081000000000001,63152,813,0,0.0,32562.27350995176,False,-0.3479199051432427,0,11.558000000000003,63221,800,0,0.0,32041.597549768027,False,-0.3494906310808685,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,10,12.261000000000001,97372,2460,0,0.0,38395.48846253266,False,-0.27624303540707096,0.25,617216,0.0,0.0,11,0,0,2,8,7.411764705882353,7,9,6,99.0,15.0,9,2,6,1037,0.9072931690025143,186.54570562695153
139,6,0,0,0,10.0,20,10.0,16.795294721412727,4,2.0,40.13335854899566,8,41.0,15.652968078928819,2,17.5,45.99999999999999,9,46.0,0,4.394000000000001,59618,16,20,1.0,495.90589442825456,False,0.2688303367219306,4,4.506000000000001,26393,1391,0,0.0,13910.0,False,-0.29320503581874446,0,0.2,100971,11,267,1.0,10900.35497451738,False,0.3092834512839089,0,6.041,45131,1067,0,0.0,17920.57946774738,False,-0.33452314492909024,1,11.091000000000001,62816,821,0,0.0,32949.48736872544,False,-0.34908883401582136,1,11.568000000000003,63188,800,0,0.0,32106.686839196525,False,-0.3494943691696567,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,9,12.341000000000001,97189,2462,0,0.0,38537.60741032275,False,-0.276938050532333,0.25,616732,0.0,0.0,8,0,0,2,7,7.0,4,6,7,61.0,0.0,6,0,7,528,0.8507371249725111,187.39644275192404
140,7,0,0,0,10.0,20,10.0,17.00118202227847,27,18.111111111111114,40.13710698194434,5,40.2,16.41578784059554,8,23.625,45.99999999999999,11,46.0,3,4.424000000000001,59924,19,10,1.0,360.0118202227847,False,0.2738757557990631,4,4.542000000000001,26271,1398,0,0.0,13980.0,False,-0.29504895934890424,0,0.2,100936,17,272,1.0,11206.313193467595,False,0.31073493020267456,0,6.041,44878,1078,0,0.0,18327.274220016192,False,-0.33513401355763767,3,11.120000000000001,62726,822,0,0.0,32992.70193915825,False,-0.34965028141379034,5,11.617000000000004,62949,804,0,0.0,32270.234013483252,False,-0.35078506746507715,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,11,12.442000000000002,96806,2470,0,0.0,40546.99596627099,False,-0.2730780818372087,0.25,615916,0.0,0.0,13,0,0,2,10,9.25,4,6,9,96.0,3.0,6,1,9,654,0.906191154033877,188.30263390595792
141,9,0,0,0,10.0,20,10.0,16.792918609747943,8,12.75,40.111924882217544,18,40.0,16.120215620350262,2,5.0,46.0,6,46.0,0,4.421000000000001,59926,19,12,1.0,391.5150233169753,False,0.27425199253228955,0,4.538000000000001,26171,1408,0,0.0,14080.0,False,-0.2961086855156628,0,0.2,101626,12,264,1.0,10791.063192222407,False,0.31666951595816056,0,6.041000000000001,44806,1081,0,0.0,18153.145017137525,False,-0.33709096099297803,0,11.117000000000003,62006,840,0,0.0,33694.016901062736,False,-0.35268227680883824,2,11.632000000000001,62883,804,0,0.0,32249.987605302904,False,-0.35140997576118327,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,6,12.491000000000003,96724,2472,0,0.0,39849.173013505846,False,-0.27575352034152734,0.25,615568,0.0,0.0,10,0,0,1,3,3.0,8,9,8,124.0,0.0,9,0,8,1022,0.8601931940065697,189.1628270999645
142,8,0,0,0,10.0,20,10.0,16.537586464665218,14,13.857142857142858,40.111924882217544,0,,16.42445673382979,2,27.0,46.0,8,46.0,0,4.421000000000001,60008,20,10,1.0,365.3758646466522,False,0.2757129399415737,2,4.558000000000001,26053,1417,0,0.0,14170.0,False,-0.29765588571913015,0,0.2,101624,4,274,1.0,11056.817763586268,False,0.31827967916381406,0,6.041000000000001,44614,1093,0,0.0,18075.58200587908,False,-0.33993023051918575,2,11.137000000000002,61984,840,0,0.0,33694.016901062736,False,-0.35286287854097304,0,11.630000000000004,62883,804,0,0.0,32249.987605302904,False,-0.35140997576118327,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,8,12.565000000000001,96559,2474,0,0.0,40634.1059594949,False,-0.2743412289692948,0.25,615151,0.0,0.0,9,0,0,2,5,5.0,5,7,6,72.0,12.0,7,1,6,392,1.6499574590125121,190.812784558977
143,6,0,0,0,10.0,20,10.0,16.431072102746413,1,1.0,40.111924882217544,0,,15.336284365513508,15,10.666666666666666,46.0,11,46.0,0,4.421000000000001,59948,16,20,1.0,488.62144205492825,False,0.27574733417463143,1,4.566000000000002,25899,1431,0,0.0,14310.0,False,-0.29943622567928446,0,0.2,101623,0,279,0.5,11191.227042138695,False,0.3190941847034933,0,6.041000000000001,44614,1093,0,0.0,17959.16180830183,False,-0.34064638045138024,15,11.285000000000002,61494,840,0,0.0,33694.016901062736,False,-0.3568853716657934,0,11.63,62883,804,0,0.0,32249.987605302904,False,-0.35140997576118327,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,11,12.667000000000002,96214,2489,0,0.0,38172.01178576312,False,-0.2841265730409311,0.1875,614101,0.0,0.0,8,0,0,0,7,7.0,5,5,9,57.0,11.0,5,1,9,200,0.8987554640043527,191.71154002298135
144,9,0,0,0,10.0,20,10.0,16.037469490556063,18,13.166666666666666,40.25074977074019,7,42.0,16.053721931721416,14,19.714285714285715,45.99999999999999,10,46.0,0,4.421000000000001,60072,17,13,1.0,378.48710337722883,False,0.27720833266263867,1,4.575000000000001,25797,1440,0,0.0,14400.0,False,-0.3006443135093892,0,0.2,101680,8,282,1.0,11479.011191273183,False,0.32156572913605225,0,6.041000000000001,44614,1093,0,0.0,17528.954153177776,False,-0.34329276990491264,1,11.280000000000001,61308,844,0,0.0,33971.63280650472,False,-0.35727277918768324,13,11.760000000000002,62433,807,0,0.0,32482.355064987336,False,-0.35415033015233216,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,10,12.756,95774,2503,0,0.0,40182.465995098704,False,-0.28061719711943633,0.25,613104,0.0,0.0,12,0,0,1,10,10.0,6,7,10,89.0,27.0,7,2,10,728,0.9690645589726046,192.68060458195396
145,10,0,0,0,10.0,20,10.0,16.437921591373208,21,19.0,39.712559637298256,17,37.0,15.41646786893264,12,11.333333333333334,46.0,7,46.0,3,4.451000000000001,60281,20,10,1.0,364.3792159137321,False,0.28148848306466173,5,4.624000000000002,25667,1447,0,0.0,14470.0,False,-0.3026577932262303,0,0.2,102294,3,275,1.0,10970.26766503114,False,0.3259901802676554,0,6.041000000000001,44230,1109,0,0.0,18229.655044832885,False,-0.3437067552174351,2,11.299,60639,861,0,0.0,34192.513847713795,False,-0.3618580887094619,10,11.847000000000005,62153,807,0,0.0,32048.03562729969,False,-0.358231598623734,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,7,12.816,95548,2515,0,0.0,38772.41669036559,False,-0.28639773289054654,0.25,612238,0.0,0.0,9,0,0,3,6,5.1875,5,8,8,103.0,28.0,8,2,8,829,0.94933208898874,193.6299366709427
146,8,0,0,0,10.0,20,10.0,16.58812630176185,17,17.823529411764707,39.724484852694104,4,40.0,15.968808611603391,6,23.333333333333332,46.00000000000001,10,46.0,2,4.468000000000001,60439,20,10,1.0,365.8812630176185,False,0.28485313533781553,5,4.669000000000001,25507,1457,0,0.0,14570.0,False,-0.30498919079309905,0,0.2,102439,0,279,0.8,11083.131273901656,False,0.3284683649141362,0,6.041,43942,1121,0,0.0,18595.289584275033,False,-0.34500080224234747,2,11.317000000000002,60447,865,0,0.0,34361.6793975804,False,-0.3627398949325601,4,11.877000000000002,62097,807,0,0.0,32057.65927612414,False,-0.3586518110408236,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,10,12.909000000000002,95239,2521,0,0.0,40257.36650985215,False,-0.2837063785689606,0.225,611536,0.0,0.0,8,0,0,2,8,7.166666666666667,4,6,8,66.0,19.0,6,2,8,360,0.8856858719955198,194.51562254293822
147,8,0,0,0,10.0,20,10.0,16.672525929191202,15,17.466666666666665,39.67052667361226,4,38.5,16.11581852458684,14,16.928571428571427,46.000000000000014,10,46.0,5,4.516000000000001,60534,19,10,1.0,356.72525929191204,False,0.2867695864873459,0,4.664000000000001,25397,1468,0,0.0,14680.0,False,-0.3061548895765334,0,0.2,102355,4,285,1.0,11372.790205696258,False,0.32921674051878796,0,6.041,43918,1122,0,0.0,18706.574092552528,False,-0.34461151243477933,14,11.455000000000002,59994,867,0,0.0,34394.34662602183,False,-0.3663245633705954,0,11.873000000000003,62020,809,0,0.0,32093.456078952317,False,-0.35913698608975775,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,10,12.999000000000002,94832,2535,0,0.0,40853.59995982764,False,-0.28438241186677293,0.25,610476,0.0,0.0,12,0,0,6,9,8.285714285714285,2,8,4,125.0,0.0,8,0,4,354,0.8806107650161721,195.3962333079544
148,4,0,0,0,10.0,20,10.0,17.206168001574447,34,19.41176470588235,39.67052667361226,0,,15.923180636736296,2,8.0,46.00000000000001,11,46.0,24,4.751000000000001,60636,20,10,1.0,372.06168001574446,False,0.2890939519309879,0,4.664000000000001,25307,1477,0,0.0,14770.0,False,-0.30710864312661607,0,0.2,102117,8,295,1.0,11840.454712728211,False,0.32916546537196556,0,6.041,43496,1142,0,0.0,19649.443857798018,False,-0.3440033226434019,0,11.441,59994,867,0,0.0,34394.34662602183,False,-0.3663245633705954,2,11.893000000000004,61960,809,0,0.0,32093.456078952317,False,-0.3596295362683072,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,11,13.099000000000002,94617,2537,0,0.0,40397.109275399984,False,-0.2871344287435894,0.25,609553,0.0,0.0,8,0,0,1,8,7.285714285714286,3,4,8,57.0,0.0,4,0,8,200,0.7913654780131765,196.18759878596757
149,8,0,0,0,10.0,20,10.0,17.206168001574447,0,,39.67052667361226,0,,15.873878336998832,10,15.5,46.00000000000001,10,46.0,0,4.727000000000001,60506,23,20,1.0,574.1233600314889,False,0.28847996439353446,0,4.664000000000001,25237,1484,0,0.0,14840.0,False,-0.30785045144334705,0,0.2,102117,0,303,0.8,12020.169582104514,False,0.33027096763185276,0,6.041000000000001,43496,1142,0,0.0,19649.443857798018,False,-0.3440033226434019,5,11.491000000000001,59949,867,0,0.0,34394.34662602183,False,-0.3666939760045075,5,11.941000000000003,61780,809,0,0.0,32093.456078952317,False,-0.3611071868039555,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,10,13.188000000000004,94292,2547,0,0.0,40430.76812433603,False,-0.2890477948729805,0.225,608803,0.0,0.0,8,0,0,2,6,6.0,6,8,6,118.0,0.0,8,0,6,200,0.8839077900047414,197.0715065759723
150,6,0,0,0,10.0,20,10.0,17.33347566756654,24,18.166666666666668,39.67052667361226,0,,16.07339599001829,8,18.0,46.0,11,46.0,3,4.7570000000000014,60792,23,10,1.0,403.3347566756654,False,0.2927317065477902,1,4.674,25127,1494,0,0.0,14940.0,False,-0.30912212284345725,0,0.2,102077,0,309,0.6,12258.192742146188,False,0.33124303500249874,0,6.041000000000001,43100,1160,0,0.0,20106.831774377184,False,-0.34606166325645793,0,11.486,59949,867,0,0.0,34394.34662602183,False,-0.3666939760045075,8,12.016000000000005,61620,809,0,0.0,32093.456078952317,False,-0.362420653946754,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,11,13.288000000000002,93959,2555,0,0.0,41067.526754496736,False,-0.28913857162304973,0.2,608050,0.0,0.0,9,0,0,4,7,6.6,2,6,9,65.0,0.0,6,0,9,596,0.8290126470383257,197.90051922301063
151,9,0,0,0,10.0,20,10.0,17.668677935283057,20,20.4,39.83908060356049,11,41.09090909090909,16.877718032714373,14,21.285714285714285,46.00000000000001,12,46.0,10,4.854000000000001,60950,23,10,1.0,406.68677935283057,False,0.29611596349617264,0,4.673000000000001,25027,1504,0,0.0,15040.0,False,-0.3101818490102158,0,0.2,102457,0,302,0.4,12031.402342275267,False,0.3345230330348372,0,6.041000000000001,42764,1176,0,0.0,20778.365251892876,False,-0.34606453303380286,0,11.486000000000002,59697,873,0,0.0,34779.51736690831,False,-0.3671817207777847,14,12.148000000000003,61122,814,0,0.0,32429.01161129824,False,-0.36513150428396235,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,12,13.397000000000002,93453,2569,0,0.0,43358.857626043224,False,-0.2851670237981547,0.175,606896,0.0,0.0,10,0,0,4,6,5.625,4,8,12,92.0,15.0,8,1,12,724,0.8947205209988169,198.79523974400945
152,12,0,0,0,10.0,20,10.0,17.21158235190769,6,4.666666666666667,40.15685007981387,35,40.91428571428571,15.145342772365423,10,1.0,46.00000000000001,10,46.0,0,4.844000000000001,60863,24,19,1.0,567.0200646862461,False,0.2959711337447146,5,4.723000000000001,24867,1513,0,0.0,15130.0,False,-0.31261921919376034,0,0.2,103884,0,272,0.5,10922.663221709374,False,0.34525887171642783,0,6.041000000000001,42741,1177,0,0.0,20258.03242819535,False,-0.3495482860399882,10,11.586,58567,892,0,0.0,35819.91027119397,False,-0.3721877015507369,0,12.134000000000002,60450,830,0,0.0,33330.18556624551,False,-0.3669491213469379,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,10,13.485000000000001,93281,2579,0,0.0,39059.83900993042,False,-0.29958078562935253,0.1875,606079,0.0,0.0,11,0,0,4,6,6.0,6,10,10,136.0,20.0,10,2,10,1655,1.062794051016681,199.85803379502613
153,10,0,0,0,10.0,20,10.0,17.56092426453059,22,20.0,39.981825784223616,19,39.0,15.294341397087283,16,16.0625,46.000000000000014,13,46.0,0,4.844000000000001,61255,18,11,1.0,373.1701669098365,False,0.30222510880113007,4,4.758000000000001,24655,1529,0,0.0,15290.0,False,-0.3154168962740028,0,0.2,104617,0,257,0.4,10275.32922654547,False,0.35029483296760333,0,6.041000000000001,42309,1195,0,0.0,20985.304496114055,False,-0.35038935744621164,15,11.726,58128,892,0,0.0,35663.78859952746,False,-0.37643234166758005,1,12.144000000000002,59697,849,0,0.0,33944.57009080585,False,-0.370608832693815,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,13,13.605000000000002,92757,2595,0,0.0,39688.8159254415,False,-0.3008815986221408,0.175,604844,0.0,0.0,10,0,0,4,10,10.0,5,9,9,112.0,3.0,9,1,9,1373,0.8917161889839917,200.74974998401012
154,9,0,0,0,10.000000000000002,20,10.0,16.864751238880164,22,11.863636363636363,39.981825784223616,0,,14.95733334615654,3,5.0,46.000000000000014,7,46.0,1,4.854000000000001,61411,16,10,1.0,328.64751238880166,False,0.30505963622132176,10,4.854000000000002,24380,1541,0,0.0,15410.000000000004,False,-0.3199737187910644,0,0.2,104517,5,267,1.0,10759.471240582106,False,0.35204271081286215,0,6.041,42148,1202,0,0.0,20271.430989133958,False,-0.3567614540172858,3,11.741000000000001,58029,892,0,0.0,35663.78859952746,False,-0.3772450494621866,0,12.143000000000004,59697,849,0,0.0,33944.57009080585,False,-0.370608832693815,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,7,13.662000000000003,92644,2598,0,0.0,38859.15203331469,False,-0.3041587958881838,0.25,604252,0.0,0.0,8,0,0,1,7,6.2,8,9,10,127.0,0.0,9,0,10,361,0.9194689160212874,201.6692189000314
155,10,0,0,0,10.000000000000002,20,10.0,17.078231360927404,18,19.0,39.981825784223616,0,,14.95733334615654,0,,46.00000000000001,11,46.0,8,4.933000000000002,61538,15,10,1.0,320.78231360927407,False,0.30766799111535414,0,4.844000000000001,24270,1552,0,0.0,15520.000000000004,False,-0.32113941757449876,0,0.2,104487,0,277,1.0,11074.965742229942,False,0.3536143656789323,0,6.041,41836,1215,0,0.0,20750.051103526795,False,-0.3576557472532246,0,11.738000000000003,58029,892,0,0.0,35663.78859952746,False,-0.3772450494621866,0,12.143000000000004,59697,849,0,0.0,33944.57009080585,False,-0.370608832693815,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,11,13.765000000000002,92445,2598,0,0.0,38859.15203331469,False,-0.3053943449314094,0.25,603728,0.0,0.0,7,0,0,3,6,5.230769230769231,6,9,8,113.0,3.0,9,1,8,200,0.9366134990123101,202.60583239904372
156,8,0,0,0,10.000000000000002,20,10.0,16.2294930931036,11,3.727272727272727,39.981825784223616,0,,12.227503340224613,27,3.888888888888889,46.000000000000014,11,46.0,0,4.925000000000001,61483,14,15,1.0,383.44239639655405,False,0.3071663176253291,6,4.904000000000001,24073,1563,0,0.0,15630.000000000004,False,-0.3241490398880929,0,0.2,104446,1,287,1.0,11491.013493165281,False,0.3556692348439094,0,6.041,41836,1215,0,0.0,19718.834108120875,False,-0.36399919964985555,6,11.798000000000002,57837,892,0,0.0,35663.78859952746,False,-0.37882121003354485,21,12.353000000000003,58736,849,0,0.0,33944.57009080585,False,-0.37849784472024856,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,11,13.864000000000003,92163,2625,0,0.0,32097.19626808961,False,-0.32813700230939136,0.25,602000,0.0,0.0,9,0,0,1,9,9.0,6,7,4,90.0,3.0,7,1,4,235,0.8149956419947557,203.42082804103848
157,4,0,0,0,10.000000000000002,20,10.0,15.911274431440807,5,6.0,39.981825784223616,0,,12.03923775692158,14,10.714285714285714,46.000000000000014,6,46.0,0,4.925000000000001,61423,13,20,1.0,448.22548862881615,False,0.30658116960523946,0,4.8980000000000015,23963,1574,0,0.0,15740.000000000004,False,-0.32531473867152727,0,0.2,104416,0,293,0.6,11714.67495477752,False,0.35667598579499477,0,6.041000000000001,41836,1215,0,0.0,19332.19843420058,False,-0.3663775593969109,4,11.832000000000003,57705,892,0,0.0,35663.78859952746,False,-0.3799048204263536,10,12.432000000000002,58444,849,0,0.0,33944.57009080585,False,-0.3808949222558558,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,6,13.913000000000002,91943,2639,0,0.0,31771.54844051605,False,-0.33051387527624126,0.2,601156,0.0,0.0,9,0,0,0,5,5.0,3,3,9,36.0,12.0,3,1,9,230,0.7084405570058152,204.1292685980443
158,9,0,0,0,10.000000000000002,20,10.0,16.21482447028096,33,17.545454545454547,39.981825784223616,0,,12.08774204807425,1,17.0,46.00000000000002,12,46.0,8,5.005000000000001,61757,15,10,1.0,312.1482447028096,False,0.3122180942382986,5,4.948000000000002,23813,1582,0,0.0,15820.000000000004,False,-0.327646136238396,0,0.2,104411,0,298,0.5,11914.584083698637,False,0.357844197261993,0,6.041000000000001,41262,1243,0,0.0,20155.02681655923,False,-0.3683778277074923,1,11.838000000000001,57684,892,0,0.0,35663.78859952746,False,-0.3800772129888459,0,12.422000000000002,58444,849,0,0.0,33944.57009080585,False,-0.3808949222558558,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,12,14.027000000000001,91699,2640,0,0.0,31911.639006916022,False,-0.3315939234365771,0.1875,600496,0.0,0.0,9,0,0,1,8,7.571428571428571,6,7,12,81.0,25.0,7,2,12,494,0.9019637739984319,205.03123237204272
159,12,0,0,0,10.000000000000002,20,10.0,16.453701552860075,15,19.0,39.999529299792734,2,41.0,13.424334654737107,7,31.0,46.00000000000002,12,46.0,5,5.047000000000001,61877,14,10,1.0,304.5370155286008,False,0.31468077885134804,0,4.943000000000001,23703,1593,0,0.0,15930.000000000004,False,-0.32881183502183037,0,0.2,104208,5,306,1.0,12322.124473500877,False,0.3578536728519284,0,6.041000000000001,41262,1243,0,0.0,20451.951030205073,False,-0.36655132113995054,7,11.907000000000002,57635,892,0,0.0,35679.58013541512,False,-0.3804146446028193,0,12.422000000000004,58362,851,0,0.0,34039.599434123615,False,-0.3811780181663851,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,12,14.135000000000002,91245,2647,0,0.0,35534.213831089124,False,-0.3231668120627798,0.25,599718,0.0,0.0,9,0,0,2,7,6.333333333333333,8,10,11,138.0,29.0,10,2,11,282,0.9150498930248432,205.94628226506757
160,11,0,0,0,10.000000000000002,20,10.0,16.647958467076073,13,19.0,39.999529299792734,0,,13.424334654737107,0,,46.00000000000002,11,46.0,3,5.072000000000001,61979,14,10,1.0,306.4795846707608,False,0.31686320614504215,0,4.943000000000001,23603,1603,0,0.0,16030.000000000004,False,-0.32987156118858885,0,0.2,103961,8,316,1.0,12773.034926471111,False,0.35758861080233706,0,6.041000000000001,41262,1243,0,0.0,20693.412374575557,False,-0.3650659901664848,0,11.900000000000002,57635,892,0,0.0,35679.58013541512,False,-0.3804146446028193,0,12.422000000000002,58362,851,0,0.0,34039.599434123615,False,-0.3811780181663851,0,0.2,161426,0,0,0.0,0.0,False,0.0022599992549453005,11,14.233000000000004,91050,2647,0,0.0,35534.213831089124,False,-0.32437752594935765,0.25,599278,0.0,0.0,8,0,0,5,5,4.230769230769231,6,11,10,157.0,0.0,11,0,10,200,0.8830627300194465,206.829344995087
